
144511	-1.11411
144512	-1.04857
144513	-1.17965
144514	-0.98304
144515	-1.11411
144516	-0.983039
144517	-1.11411
144518	-0.851968
144519	-0.917502
144520	-0.917501
144521	-0.720893
144522	-0.655359
144523	-0.655358
144524	-0.65536
144525	-0.524286
144526	-0.720893
144527	-0.720893
144528	-0.917503
144529	-0.78643
144530	-1.04858
144531	-1.11411
144532	-1.11411
144533	-1.31072
144534	-1.11411
144535	-1.24518
144536	-1.11411
144537	-1.31072
144538	-1.11411
144539	-1.24518
144540	-1.31072
144541	-1.24518
144542	-1.17965
144543	-1.04858
144544	-1.24518
144545	-1.11411
144546	-1.24518
144547	-1.17965
144548	-1.24518
144549	-1.11411
144550	-1.24518
144551	-1.24518
144552	-1.11411
144553	-1.31072
144554	-1.11411
144555	-1.31072
144556	-1.11411
144557	-1.24518
144558	-1.17965
144559	-1.11411
144560	-1.37625
144561	-1.24518
144562	-1.17965
144563	-1.11411
144564	-1.31072
144565	-1.11411
144566	-1.11411
144567	-1.04857
144568	-0.983039
144569	-0.78643
144570	-0.851966
144571	-0.983039
144572	-0.917504
144573	-1.24518
144574	-1.17965
144575	-1.37625
144576	-1.17965
144577	-1.31072
144578	-1.24518
144579	-1.24518
144580	-1.57286
144581	-0.458752
144582	0.65536
144583	0.851968
144584	-0.851967
144585	-2.5559
144586	-3.14573
144587	-1.37626
144588	-1.17965
144589	-1.11411
144590	-1.11411
144591	-1.24518
144592	-1.04857
144593	-1.17965
144594	-0.983039
144595	-1.11411
144596	-0.917503
144597	-1.04857
144598	-1.04857
144599	-0.917502
144600	-1.11411
144601	-0.917501
144602	-0.917501
144603	-0.78643
144604	-0.917503
144605	-0.720896
144606	-0.65536
144607	-0.524286
144608	-0.720893
144609	-0.524287
144610	-0.458751
144611	-0.655359
144612	-0.524287
144613	-0.786429
144614	-0.851967
144615	-1.11411
144616	-1.04857
144617	-1.11411
144618	-1.17965
144619	-1.04858
144620	-1.11411
144621	-1.17965
144622	-1.31072
144623	-1.11411
144624	-1.31072
144625	-1.24518
144626	-1.17965
144627	-1.11411
144628	-1.24518
144629	-1.17965
144630	-1.11411
144631	-1.31072
144632	-1.11411
144633	-1.17965
144634	-1.11411
144635	-1.24518
144636	-1.11411
144637	-1.17965
144638	-1.31072
144639	-1.11411
144640	-1.17965
144641	-1.11411
144642	-1.31072
144643	-1.11411
144644	-1.31072
144645	-1.24518
144646	-1.17965
144647	-1.11411
144648	-1.24518
144649	-1.24518
144650	-0.983038
144651	-1.04858
144652	-0.851966
144653	-0.917503
144654	-0.786431
144655	-1.04858
144656	-1.04857
144657	-1.11411
144658	-1.31072
144659	-1.17965
144660	-1.31072
144661	-1.17965
144662	-1.37625
144663	-1.17965
144664	-1.57286
144665	-1.44179
144666	0.589826
144667	0.786433
144668	-0.78643
144669	-2.62144
144670	-3.08019
144671	-2.5559
144672	-1.50733
144673	-1.24518
144674	-1.11411
144675	-1.24518
144676	-1.17965
144677	-1.04857
144678	-1.24518
144679	-1.04858
144680	-1.11411
144681	-1.04857
144682	-1.17965
144683	-0.983037
144684	-1.04858
144685	-1.04858
144686	-0.98304
144687	-0.851967
144688	-0.786432
144689	-0.917501
144690	-0.655358
144691	-0.78643
144692	-0.655358
144693	-0.65536
144694	-0.524285
144695	-0.655358
144696	-0.655358
144697	-0.655359
144698	-0.983038
144699	-1.04857
144700	-1.17965
144701	-1.04857
144702	-1.31072
144703	-1.11411
144704	-1.17965
144705	-1.31072
144706	-1.31072
144707	-1.31072
144708	-1.17965
144709	-1.37626
144710	-1.11411
144711	-1.31072
144712	-1.11411
144713	-1.31072
144714	-1.11411
144715	-1.24518
144716	-1.31072
144717	-1.11411
144718	-1.31072
144719	-1.17965
144720	-1.31072
144721	-1.11411
144722	-1.31072
144723	-1.24518
144724	-1.17965
144725	-1.37625
144726	-1.31072
144727	-1.24518
144728	-1.11411
144729	-1.31072
144730	-1.17965
144731	-1.24518
144732	-1.11411
144733	-1.31072
144734	-1.04857
144735	-1.04858
144736	-1.04857
144737	-0.78643
144738	-0.917504
144739	-0.851966
144740	-1.11411
144741	-0.983039
144742	-1.17965
144743	-1.24518
144744	-1.17965
144745	-1.17965
144746	-1.24518
144747	-1.24518
144748	-1.24518
144749	-1.6384
144750	-1.11411
144751	1.00E-06
144752	0.524288
144753	-1.50733
144754	-2.88358
144755	-2.94912
144756	-2.16269
144757	-1.24518
144758	-1.24518
144759	-1.11411
144760	-1.24518
144761	-1.04858
144762	-1.11411
144763	-1.17965
144764	-1.04857
144765	-1.04858
144766	-1.11411
144767	-1.11411
144768	-0.983039
144769	-1.17965
144770	-0.98304
144771	-0.917504
144772	-0.786431
144773	-0.917504
144774	-0.851966
144775	-0.720894
144776	-0.78643
144777	-0.589822
144778	-0.589824
144779	-0.458752
144780	-0.65536
144781	-0.589823
144782	-0.786432
144783	-0.983038
144784	-0.851968
144785	-1.04858
144786	-1.11411
144787	-1.24518
144788	-1.11411
144789	-1.31072
144790	-1.24518
144791	-1.37625
144792	-1.11411
144793	-1.31072
144794	-1.24518
144795	-1.17965
144796	-1.31072
144797	-1.11411
144798	-1.24518
144799	-1.11411
144800	-1.24518
144801	-1.11411
144802	-1.11411
144803	-1.24518
144804	-1.11411
144805	-1.24518
144806	-1.17965
144807	-1.31072
144808	-1.11411
144809	-1.31072
144810	-1.24518
144811	-1.31072
144812	-1.11411
144813	-1.24518
144814	-1.31072
144815	-1.04858
144816	-0.458749
144817	-0.524288
144818	-0.524286
144819	-0.524286
144820	-0.786429
144821	-0.917502
144822	-1.04858
144823	-0.983039
144824	-1.24518
144825	-1.11411
144826	-1.17965
144827	-1.11411
144828	-1.31072
144829	-1.24518
144830	-1.17965
144831	-1.37625
144832	-1.11411
144833	-1.31072
144834	-1.17965
144835	-1.31072
144836	-1.11411
144837	-1.24518
144838	-1.24518
144839	-1.11411
144840	-1.17965
144841	-1.24518
144842	-1.31072
144843	-1.11411
144844	-1.24518
144845	-1.17965
144846	-1.17965
144847	-1.17965
144848	-1.31072
144849	-1.24518
144850	-1.17965
144851	-1.31072
144852	-1.17965
144853	-1.31072
144854	-1.11411
144855	-1.11411
144856	-0.851968
144857	-0.851968
144858	-0.917502
144859	-0.720896
144860	-0.983038
